trade_id,date,entry_time,exit_time,direction,signal_type,entry_price,exit_price,vwap_price,quantity,pnl,pnl_percentage,duration_minutes,result,exit_reason,vwap_deviation
192,2024-04-11,11:58:00,12:48:00,SHORT,Price Above VWAP,169.84,170.1,168.92,100,-26.5,-1.32,50,LOSS,timeout,0.54
193,2024-04-11,11:59:00,12:49:00,SHORT,Price Above VWAP,169.91,170.36,168.93,100,-45.62,-2.28,50,LOSS,timeout,0.58
194,2024-04-22,13:32:00,14:22:00,SHORT,Price Above VWAP,166.44,166.95,165.6,100,-50.5,-2.52,50,LOSS,timeout,0.51
195,2024-04-22,13:33:00,14:23:00,SHORT,Price Above VWAP,166.5,166.96,165.6,100,-46.0,-2.3,50,LOSS,timeout,0.55
196,2024-04-24,10:06:00,10:46:00,SHORT,Price Above VWAP,168.24,167.57,167.39,100,67.01,3.35,40,WIN,vwap_target,0.51
197,2024-04-24,11:54:00,12:44:00,SHORT,Price Above VWAP,168.59,168.33,167.75,100,25.75,1.29,50,WIN,timeout,0.5
198,2024-05-02,14:32:00,15:22:00,SHORT,Price Above VWAP,173.01,172.99,172.09,100,2.0,0.1,50,WIN,timeout,0.53
199,2024-05-09,13:37:00,14:27:00,SHORT,Price Above VWAP,184.57,184.23,183.59,100,34.07,1.7,50,WIN,timeout,0.53
200,2024-05-09,13:38:00,14:28:00,SHORT,Price Above VWAP,184.58,184.25,183.59,100,33.0,1.65,50,WIN,timeout,0.54
201,2024-05-13,10:48:00,11:38:00,SHORT,Price Above VWAP,186.33,186.2,185.37,100,13.33,0.67,50,WIN,timeout,0.52
202,2024-05-13,10:49:00,11:39:00,SHORT,Price Above VWAP,186.39,186.17,185.38,100,22.01,1.1,50,WIN,timeout,0.55
203,2024-05-15,10:19:00,11:09:00,SHORT,Price Above VWAP,189.58,189.86,188.62,100,-27.72,-1.39,50,LOSS,timeout,0.51
204,2024-05-15,10:20:00,11:10:00,SHORT,Price Above VWAP,189.64,189.89,188.64,100,-24.54,-1.23,50,LOSS,timeout,0.53
205,2024-05-20,09:58:00,10:48:00,SHORT,Price Above VWAP,190.87,191.35,189.9,100,-48.0,-2.4,50,LOSS,timeout,0.51
206,2024-05-20,09:59:00,10:49:00,SHORT,Price Above VWAP,190.9,191.56,189.93,100,-66.23,-3.31,50,LOSS,timeout,0.51
207,2024-05-24,11:04:00,11:54:00,SHORT,Price Above VWAP,189.85,190.27,188.9,100,-42.01,-2.1,50,LOSS,timeout,0.5
208,2024-05-24,11:13:00,12:03:00,SHORT,Price Above VWAP,189.97,190.2,188.96,100,-22.5,-1.12,50,LOSS,timeout,0.53
209,2024-06-05,11:37:00,12:27:00,SHORT,Price Above VWAP,196.59,195.88,195.58,100,70.0,3.5,50,WIN,timeout,0.51
210,2024-06-05,11:38:00,12:28:00,SHORT,Price Above VWAP,196.69,195.88,195.59,100,80.5,4.03,50,WIN,timeout,0.56
211,2024-06-07,12:56:00,13:46:00,SHORT,Price Above VWAP,196.4,196.24,195.41,100,15.0,0.75,50,WIN,timeout,0.51
212,2024-06-07,13:24:00,14:14:00,SHORT,Price Above VWAP,196.47,195.88,195.47,100,59.0,2.95,50,WIN,timeout,0.51
213,2024-06-11,09:34:00,10:24:00,SHORT,Price Above VWAP,196.0,199.59,194.93,100,-358.5,-17.93,50,LOSS,timeout,0.55
214,2024-06-11,09:35:00,10:25:00,SHORT,Price Above VWAP,196.34,199.7,195.13,100,-335.98,-16.8,50,LOSS,timeout,0.62
215,2024-06-17,10:05:00,10:55:00,SHORT,Price Above VWAP,214.9,216.14,213.76,100,-124.58,-6.23,50,LOSS,timeout,0.53
216,2024-06-17,10:06:00,10:56:00,SHORT,Price Above VWAP,215.4,216.54,213.84,100,-114.0,-5.7,50,LOSS,timeout,0.73
217,2024-06-26,10:24:00,11:14:00,SHORT,Price Above VWAP,212.98,213.33,211.77,100,-35.0,-1.75,50,LOSS,timeout,0.57
218,2024-06-26,10:25:00,11:15:00,SHORT,Price Above VWAP,212.98,213.34,211.8,100,-36.33,-1.82,50,LOSS,timeout,0.56
